fn,tid,title,wordsInTitle,url,imdbRating,ratingCount,duration,year,type,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,FilmNoir,GameShow,History,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western
titles04/index.html.8411,tt0373445,The Wendell Baker Story (2005),the wendell baker story,http://www.imdb.com/title/tt0373445/,5.5,4837,5940,2005,video.movie,1,0,40,12,26,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles04/index.html.8412,tt0373450,Wahre Lügen (2005),wahre l gen,http://www.imdb.com/title/tt0373450/,6.6,13355,6420,2005,video.movie,2,10,62,67,124,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8414,tt0373732,The Boondocks (TV Series 2005– ),the boondocks tv series,http://www.imdb.com/title/tt0373732/,8.4,17611,1200,2005,video.tv,2,4,25,173,62,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8415,tt0373760,Cinema\, Aspirinas e Urubus (2005),cinema aspirinas e urubus,http://www.imdb.com/title/tt0373760/,7.4,1501,5940,2005,video.movie,29,9,0,0,11,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8417,tt0373883,Halloween (2007),halloween,http://www.imdb.com/title/tt0373883/,6.1,74647,6540,2007,video.movie,0,0,33,3097,1001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8422,tt0374277,Touch of Pink (2004),touch of pink,http://www.imdb.com/title/tt0374277/,6.6,3180,5460,2004,video.movie,0,0,28,3,44,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles04/index.html.8425,tt0374455,Stargate: Atlantis (TV Series 2004–2009),stargate atlantis tv series,http://www.imdb.com/title/tt0374455/,8.1,38960,2700,2004,video.tv,18,36,53,439,104,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
titles04/index.html.8426,tt0374463,The Pacific (TV Mini-Series 2010),the pacific tv mini series,http://www.imdb.com/title/tt0374463/,8.3,47581,3120,2010,video.tv,22,28,104,1294,168,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.843,tt0038661,Der Jazzsänger (1946),der jazzs nger,http://www.imdb.com/title/tt0038661/,7.6,1072,6240,1946,video.movie,1,4,11,8,47,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8430,tt0374583,Schau mich an! (2004),schau mich an,http://www.imdb.com/title/tt0374583/,7.0,4483,6600,2004,video.movie,9,7,16,463,49,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8431,tt0374584,Control (2004),control,http://www.imdb.com/title/tt0374584/,6.3,5641,6060,2004,video.movie,0,0,2,0,28,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
titles04/index.html.8433,tt0374887,Munnabhai M.B.B.S. (2003),munnabhai m b b s,http://www.imdb.com/title/tt0374887/,8.5,16713,9360,2003,video.movie,17,29,2,20,33,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8438,tt0375173,Alfie (2004),alfie,http://www.imdb.com/title/tt0375173/,6.2,37295,6180,2004,video.movie,3,7,29,315,143,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles04/index.html.8440,tt0375233,Innocence (2004),innocence,http://www.imdb.com/title/tt0375233/,7.0,3960,7320,2004,video.movie,8,0,3,13,55,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8441,tt0375355,Joey (TV Series 2004–2006),joey tv series,http://www.imdb.com/title/tt0375355/,5.9,31981,1800,2004,video.tv,2,2,12,119,114,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles04/index.html.8442,tt0375568,Astro Boy (2009),astro boy,http://www.imdb.com/title/tt0375568/,6.4,20905,5640,2009,video.movie,0,0,61,657,74,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8443,tt0375571,Ayitha Ezhuthu (2004),ayitha ezhuthu,http://www.imdb.com/title/tt0375571/,7.6,1268,,2004,video.movie,1,0,0,0,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
titles04/index.html.8445,tt0375650,Changing Lanes: The Writer's Perspective (Video 2002),changing lanes the writer s perspective video,http://www.imdb.com/title/tt0375650/,5.4,23,300,2002,video.movie,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
titles04/index.html.8447,tt0375736,Ennaku 20 Unakku 18 (2004),ennaku unakku,http://www.imdb.com/title/tt0375736/,5.3,140,,2004,video.movie,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
titles04/index.html.8449,tt0375840,"Inspector Lynley" Deception on His Mind (TV Episode 2003),inspector lynley deception on his mind tv episode,http://www.imdb.com/title/tt0375840/,7.3,192,5400,2003,video.episode,0,0,3,0,3,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
titles04/index.html.845,tt0038700,The Locket (1946),the locket,http://www.imdb.com/title/tt0038700/,7.2,1232,5100,1946,video.movie,0,0,0,0,44,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8450,tt0375878,Kaakha..Kaakha: The Police (2003),kaakha kaakha the police,http://www.imdb.com/title/tt0375878/,7.9,1692,9180,2003,video.movie,5,4,0,0,9,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8453,tt0376108,Volltreffer - Ein Supercoach greift durch (2005),volltreffer ein supercoach greift durch,http://www.imdb.com/title/tt0376108/,5.1,9052,5160,2005,video.movie,0,0,13,28,39,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
titles04/index.html.8455,tt0376202,Sonbahar yapraklari (1962),sonbahar yapraklari,http://www.imdb.com/title/tt0376202/,,,,1962,video.movie,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles04/index.html.8456,tt0376390,Duck Dodgers (TV Series 2003– ),duck dodgers tv series,http://www.imdb.com/title/tt0376390/,7.8,3122,1800,2003,video.tv,2,9,9,34,16,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8457,tt0376434,Tinseltown TV (TV Series 2002– ),tinseltown tv tv series,http://www.imdb.com/title/tt0376434/,8.3,858,3600,2002,video.tv,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
titles04/index.html.8459,tt0376591,Empire Falls - Schicksal einer Stadt (TV Movie 2005),empire falls schicksal einer stadt tv movie,http://www.imdb.com/title/tt0376591/,7.5,4041,11820,2005,video.movie,5,20,0,43,59,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles04/index.html.846,tt0038712,Macbeth (1946),macbeth,http://www.imdb.com/title/tt0038712/,7.0,5,,1946,video.movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8460,tt0376717,Lady Killers (2003),lady killers,http://www.imdb.com/title/tt0376717/,2.9,2137,5400,2003,video.movie,0,0,24,64,17,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8461,tt0376890,Silver City (2004),silver city,http://www.imdb.com/title/tt0376890/,6.1,3345,7680,2004,video.movie,1,1,17,56,77,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8464,tt0377055,El Mariachi: 10 Years Later (Video 2003),el mariachi years later video,http://www.imdb.com/title/tt0377055/,6.1,50,,2003,video.movie,0,0,5,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.847,tt0038718,Make Mine Music (1946),make mine music,http://www.imdb.com/title/tt0038718/,6.6,1653,4500,1946,video.movie,2,0,4,18,23,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8470,tt0377260,Shameless (TV Series 2004– ),shameless tv series,http://www.imdb.com/title/tt0377260/,8.1,9066,5400,2004,video.tv,11,37,19,508,47,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8477,tt0378109,Into the Blue (2005),into the blue,http://www.imdb.com/title/tt0378109/,5.8,53777,6600,2005,video.movie,1,1,48,225,205,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.848,tt0038721,The Man I Love (1947),the man i love,http://www.imdb.com/title/tt0038721/,6.9,458,5760,1947,video.movie,0,0,3,2,16,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8480,tt0378328,Mario Golf: Family Tour (Video Game 2003),mario golf family tour video game,http://www.imdb.com/title/tt0378328/,7.5,50,,2003,game,0,0,0,0,1,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8482,tt0378361,Mio cognato (2003),mio cognato,http://www.imdb.com/title/tt0378361/,6.3,277,5400,2003,video.movie,0,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8484,tt0379060,Zenon III: Das Rennen zum Mond (TV Movie 2004),zenon iii das rennen zum mond tv movie,http://www.imdb.com/title/tt0379060/,5.4,1380,4860,2004,video.movie,0,0,0,0,11,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8485,tt0379158,Hollywood und der Holocaust (2004),hollywood und der holocaust,http://www.imdb.com/title/tt0379158/,7.3,544,5520,2004,video.movie,2,0,0,0,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8486,tt0379217,Coffee and Cigarettes (2003),coffee and cigarettes,http://www.imdb.com/title/tt0379217/,7.0,36684,5700,2003,video.movie,3,5,17,60,161,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8487,tt0379225,The Corporation (2003),the corporation,http://www.imdb.com/title/tt0379225/,8.2,15732,8700,2003,video.movie,10,1,17,13,135,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8489,tt0379370,Maqbool - Der Pate von Mumbai (2003),maqbool der pate von mumbai,http://www.imdb.com/title/tt0379370/,8.1,2775,7920,2003,video.movie,8,12,0,0,24,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8491,tt0379623,Ellen: The Ellen DeGeneres Show (TV Series 2003– ),ellen the ellen degeneres show tv series,http://www.imdb.com/title/tt0379623/,7.4,7549,3600,2003,video.tv,54,73,2,211,23,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
titles04/index.html.8492,tt0379632,Hustle - Unehrlich währt am längsten (TV Series 2004– ),hustle unehrlich w hrt am l ngsten tv series,http://www.imdb.com/title/tt0379632/,8.2,17328,3600,2004,video.tv,0,5,24,182,67,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8495,tt0379743,Conker: Live and Reloaded (Video Game 2004),conker live and reloaded video game,http://www.imdb.com/title/tt0379743/,8.1,152,,2004,game,0,0,0,0,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8499,tt0380136,QI (TV Series 2003– ),qi tv series,http://www.imdb.com/title/tt0380136/,8.9,13364,1800,2003,video.tv,3,10,3,225,20,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8500,tt0380268,Cocaine Cowboys - Die wahre Geschichte hinter Scarface und Miami Vice (2006),cocaine cowboys die wahre geschichte hinter scarface und miami vice,http://www.imdb.com/title/tt0380268/,7.9,8226,7080,2006,video.movie,0,0,3,107,15,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8506,tt0380623,Der perfekte Mann (2005),der perfekte mann,http://www.imdb.com/title/tt0380623/,5.4,19068,6000,2005,video.movie,2,3,48,23,103,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles04/index.html.8508,tt0381250,The Hole (Video 2003),the hole video,http://www.imdb.com/title/tt0381250/,6.6,100,6600,2003,video.movie,9,4,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8509,tt0381348,Kumo no mukô\, yakusoku no basho (2004),kumo no muk yakusoku no basho,http://www.imdb.com/title/tt0381348/,7.4,5989,5460,2004,video.movie,1,0,2,0,26,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles04/index.html.851,tt0038777,Marx Brothers - Eine Nacht in Casablanca (1946),marx brothers eine nacht in casablanca,http://www.imdb.com/title/tt0038777/,7.1,4008,5100,1946,video.movie,0,0,14,9,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8510,tt0381398,The Making of 'Killing Me Softly' (Video 2003),the making of killing me softly video,http://www.imdb.com/title/tt0381398/,4.6,16,300,2003,video.movie,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
titles04/index.html.8511,tt0381429,Somersault - Wie Parfum in der Luft (2004),somersault wie parfum in der luft,http://www.imdb.com/title/tt0381429/,6.9,5524,6360,2004,video.movie,41,12,10,100,66,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles04/index.html.8514,tt0381707,White Chicks (2004),white chicks,http://www.imdb.com/title/tt0381707/,5.3,77233,6540,2004,video.movie,2,8,31,244,238,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8515,tt0381798,Rescue Me (TV Series 2004–2011),rescue me tv series,http://www.imdb.com/title/tt0381798/,8.4,20372,3600,2004,video.tv,7,20,204,1675,105,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8520,tt0382028,Fat Slags (2004),fat slags,http://www.imdb.com/title/tt0382028/,2.4,3373,4500,2004,video.movie,0,0,0,0,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8521,tt0382073,Heights (2005),heights,http://www.imdb.com/title/tt0382073/,7.0,4002,5580,2005,video.movie,1,1,54,53,40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8523,tt0382149,Lekcja polskiego kina (2002),lekcja polskiego kina,http://www.imdb.com/title/tt0382149/,6.2,21,4260,2002,video.movie,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8524,tt0382189,My Summer of Love (2004),my summer of love,http://www.imdb.com/title/tt0382189/,6.8,13887,5160,2004,video.movie,9,19,6,102,97,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles04/index.html.8526,tt0382330,Wie im Himmel (2004),wie im himmel,http://www.imdb.com/title/tt0382330/,7.6,11632,7920,2004,video.movie,2,11,10,8,90,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8528,tt0382501,Viva la Bam (TV Series 2003–2005),viva la bam tv series,http://www.imdb.com/title/tt0382501/,6.8,5020,1800,2003,video.tv,0,0,4,53,41,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
titles04/index.html.8529,tt0382603,Chick Flick: The Miracle Mike Story (2003),chick flick the miracle mike story,http://www.imdb.com/title/tt0382603/,7.8,10,3300,2003,video.movie,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8531,tt0382628,Dark Water - Dunkle Wasser (2005),dark water dunkle wasser,http://www.imdb.com/title/tt0382628/,5.5,39749,6300,2005,video.movie,0,0,65,234,407,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
titles04/index.html.8532,tt0382737,Henry VIII (TV Movie 2003),henry viii tv movie,http://www.imdb.com/title/tt0382737/,7.3,1589,11580,2003,video.movie,1,1,4,2,41,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles04/index.html.8533,tt0382810,Little Fish (2005),little fish,http://www.imdb.com/title/tt0382810/,6.4,6716,6840,2005,video.movie,12,23,5,82,56,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles04/index.html.8534,tt0382898,La pelota vasca. La piel contra la piedra (2003),la pelota vasca la piel contra la piedra,http://www.imdb.com/title/tt0382898/,7.1,809,6600,2003,video.movie,1,3,2,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8535,tt0382932,Ratatouille (2007),ratatouille,http://www.imdb.com/title/tt0382932/,8.0,348645,6660,2007,video.movie,50,21,75,1099,592,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8536,tt0382937,Recess: Taking the Fifth Grade (Video 2003),recess taking the fifth grade video,http://www.imdb.com/title/tt0382937/,7.0,587,3720,2003,video.movie,0,0,0,0,7,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8537,tt0383028,Synecdoche\, New York (2008),synecdoche new york,http://www.imdb.com/title/tt0383028/,7.4,40768,7440,2008,video.movie,8,15,54,9,238,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8538,tt0383126,MythBusters - Die Wissensjäger (TV Series 2003– ),mythbusters die wissensj ger tv series,http://www.imdb.com/title/tt0383126/,8.5,31057,2640,2003,video.tv,1,2,20,251,50,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8542,tt0383609,Runaway: A Road Adventure (Video Game 2002),runaway a road adventure video game,http://www.imdb.com/title/tt0383609/,7.4,107,,2002,game,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8544,tt0383694,Vera Drake (2004),vera drake,http://www.imdb.com/title/tt0383694/,7.7,17823,7500,2004,video.movie,38,28,17,375,157,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8546,tt0383846,Kad porastem bicu Kengur (2004),kad porastem bicu kengur,http://www.imdb.com/title/tt0383846/,8.3,4397,5520,2004,video.movie,1,0,0,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8547,tt0384205,Inheritance: A Fisherman's Story (2003),inheritance a fisherman s story,http://www.imdb.com/title/tt0384205/,7.5,58,4500,2003,video.movie,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8548,tt0384286,Cry_Wolf (2005),cry wolf,http://www.imdb.com/title/tt0384286/,5.9,20536,5400,2005,video.movie,0,0,27,5,213,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8549,tt0384488,Saint Ralph - Ich will laufen (2004),saint ralph ich will laufen,http://www.imdb.com/title/tt0384488/,7.6,4610,5880,2004,video.movie,6,9,5,16,49,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
titles04/index.html.8550,tt0384533,She Hate Me (2004),she hate me,http://www.imdb.com/title/tt0384533/,5.3,5862,8280,2004,video.movie,0,0,34,77,67,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8552,tt0384642,Fußballfieber - Elfmeter für Daddy (2005),fu ballfieber elfmeter f r daddy,http://www.imdb.com/title/tt0384642/,5.5,25922,5700,2005,video.movie,1,6,50,65,116,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
titles04/index.html.8554,tt0384746,Kenny vs. Spenny (TV Series 2002– ),kenny vs spenny tv series,http://www.imdb.com/title/tt0384746/,7.9,7039,1320,2002,video.tv,1,7,3,9,25,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
titles04/index.html.8563,tt0385206,Sajtóvadászat (2006),sajt vad szat,http://www.imdb.com/title/tt0385206/,7.2,16,3600,2006,video.movie,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8564,tt0385267,Reine Chefsache (2004),reine chefsache,http://www.imdb.com/title/tt0385267/,6.5,45316,6540,2004,video.movie,2,4,37,126,212,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles04/index.html.8565,tt0385307,Miss Undercover 2 (2005),miss undercover,http://www.imdb.com/title/tt0385307/,4.9,38157,6900,2005,video.movie,2,2,61,39,149,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8566,tt0385351,Liebe für die Ewigkeit (2004),liebe f r die ewigkeit,http://www.imdb.com/title/tt0385351/,4.2,1054,8100,2004,video.movie,0,0,0,0,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8568,tt0385569,Breakdowns of 1938 (1938),breakdowns of,http://www.imdb.com/title/tt0385569/,7.6,122,780,1938,video.movie,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
titles04/index.html.8570,tt0385690,Family Guy - Die unglaubliche Geschichte des Stewie Griffin (Video 2005),family guy die unglaubliche geschichte des stewie griffin video,http://www.imdb.com/title/tt0385690/,7.7,28386,5280,2005,video.movie,3,0,6,2,127,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8571,tt0385700,Final Fantasy VII: Advent Children (2005),final fantasy vii advent children,http://www.imdb.com/title/tt0385700/,7.4,43669,6060,2005,video.movie,0,0,44,19,522,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
titles04/index.html.8574,tt0385880,Monster House (2006),monster house,http://www.imdb.com/title/tt0385880/,6.7,53667,5460,2006,video.movie,5,16,26,408,219,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8576,tt0385893,Na shi hua kai (2002),na shi hua kai,http://www.imdb.com/title/tt0385893/,6.8,83,5400,2002,video.movie,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles04/index.html.8577,tt0385928,Panchatanthiram (2002),panchatanthiram,http://www.imdb.com/title/tt0385928/,7.8,1045,9000,2002,video.movie,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8578,tt0386005,New Police Story (2004),new police story,http://www.imdb.com/title/tt0386005/,7.0,14992,7380,2004,video.movie,7,20,7,4,89,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8579,tt0386032,Sicko (2007),sicko,http://www.imdb.com/title/tt0386032/,8.1,59189,7380,2007,video.movie,15,8,20,193,425,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.858,tt0038913,Schuschia (Schuhputzer) (1946),schuschia schuhputzer,http://www.imdb.com/title/tt0038913/,7.9,3508,5580,1946,video.movie,4,0,3,14,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles04/index.html.8585,tt0386283,"American Masters" None Without Sin (TV Episode 2003),american masters none without sin tv episode,http://www.imdb.com/title/tt0386283/,8.1,77,7200,2003,video.episode,0,0,0,0,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
